,Sno,Headline,Covid,Sentiment,Covid_punct,clean_covid,clean_covid_v2,clean_covid_v3,clean_covid_v4,clean_covid_v5,clean_covid_v6,covid_token,covid_token_filtered,covid_stemmed,covid_lemmatized
1039,1039,Pak's attack on Indian fishing boats contravention of established norms: India,0,0,Paks attack on Indian fishing boats contravention of established norms India,Paks attack on Indian fishing boats contravention of established norms India,Paks attack on Indian fishing boats contravention of established norms India,Paks attack on Indian fishing boats contravention of established norms India,paks attack on indian fishing boats contravention of established norms india,paks attack on indian fishing boats contravention of established norms india,paks attack on indian fishing boats contravention of established norms india,"['paks', 'attack', 'on', 'indian', 'fishing', 'boats', 'contravention', 'of', 'established', 'norms', 'india']","['paks', 'attack', 'indian', 'fishing', 'boats', 'contravention', 'established', 'norms', 'india']",pak attack indian fish boat contravent establish norm india,paks attack indian fishing boat contravention established norm india
1040,1040,"60 held in J'khand for spreading rumours, hatred on social media amid lockdown",1,0, held in Jkhand for spreading rumours hatred on social media amid lockdown, held in Jkhand for spreading rumours hatred on social media amid lockdown, held in Jkhand for spreading rumours hatred on social media amid lockdown, held in Jkhand for spreading rumours hatred on social media amid lockdown, held in jkhand for spreading rumours hatred on social media amid lockdown, held in jkhand for spreading rumours hatred on social media amid lockdown, held in jkhand for spreading rumours hatred on social media amid lockdown,"['held', 'in', 'jkhand', 'for', 'spreading', 'rumours', 'hatred', 'on', 'social', 'media', 'amid', 'lockdown']","['held', 'jkhand', 'spreading', 'rumours', 'hatred', 'social', 'media', 'amid', 'lockdown']",held jkhand spread rumour hatr social media amid lockdown,held jkhand spreading rumour hatred social medium amid lockdown
1041,1041,Bihar CM orders door-to-door screening in COVID-19 affected districts,1,1,Bihar CM orders doortodoor screening in COVID affected districts,Bihar CM orders doortodoor screening in COVID affected districts,Bihar CM orders doortodoor screening in COVID affected districts,Bihar CM orders doortodoor screening in COVID affected districts,bihar cm orders doortodoor screening in covid affected districts,bihar cm orders doortodoor screening in covid affected districts,bihar cm orders doortodoor screening in covid affected districts,"['bihar', 'cm', 'orders', 'doortodoor', 'screening', 'in', 'covid', 'affected', 'districts']","['bihar', 'cm', 'orders', 'doortodoor', 'screening', 'covid', 'affected', 'districts']",bihar cm order doortodoor screen covid affect district,bihar cm order doortodoor screening covid affected district
1042,1042,6 arrested for illegally ferrying 498 liquor bottles in Andhra Pradesh,0,0, arrested for illegally ferrying  liquor bottles in Andhra Pradesh, arrested for illegally ferrying  liquor bottles in Andhra Pradesh, arrested for illegally ferrying  liquor bottles in Andhra Pradesh, arrested for illegally ferrying  liquor bottles in Andhra Pradesh, arrested for illegally ferrying  liquor bottles in andhra pradesh, arrested for illegally ferrying  liquor bottles in andhra pradesh, arrested for illegally ferrying  liquor bottles in andhra pradesh,"['arrested', 'for', 'illegally', 'ferrying', 'liquor', 'bottles', 'in', 'andhra', 'pradesh']","['arrested', 'illegally', 'ferrying', 'liquor', 'bottles', 'andhra', 'pradesh']",arrest illeg ferri liquor bottl andhra pradesh,arrested illegally ferrying liquor bottle andhra pradesh
1043,1043,"Coronavirus death toll in India crosses 350, cases rise to 10,815 ",1,0,Coronavirus death toll in India crosses  cases rise to  ,Coronavirus death toll in India crosses  cases rise to  ,Coronavirus death toll in India crosses  cases rise to  ,Coronavirus death toll in India crosses  cases rise to  ,coronavirus death toll in india crosses  cases rise to  ,coronavirus death toll in india crosses  cases rise to  ,coronavirus death toll in india crosses  cases rise to  ,"['coronavirus', 'death', 'toll', 'in', 'india', 'crosses', 'cases', 'rise', 'to']","['coronavirus', 'death', 'toll', 'india', 'crosses', 'cases', 'rise']",coronaviru death toll india cross case rise,coronavirus death toll india cross case rise
1044,1044,"Total 657 coronavirus cases reported in Uttar Pradesh, death toll rises to 8",1,0,Total  coronavirus cases reported in Uttar Pradesh death toll rises to ,Total  coronavirus cases reported in Uttar Pradesh death toll rises to ,Total  coronavirus cases reported in Uttar Pradesh death toll rises to ,Total  coronavirus cases reported in Uttar Pradesh death toll rises to ,total  coronavirus cases reported in uttar pradesh death toll rises to ,total  coronavirus cases reported in uttar pradesh death toll rises to ,total  coronavirus cases reported in uttar pradesh death toll rises to ,"['total', 'coronavirus', 'cases', 'reported', 'in', 'uttar', 'pradesh', 'death', 'toll', 'rises', 'to']","['total', 'coronavirus', 'cases', 'reported', 'uttar', 'pradesh', 'death', 'toll', 'rises']",total coronaviru case report uttar pradesh death toll rise,total coronavirus case reported uttar pradesh death toll rise
1045,1045,"Coronavirus cases in Rajasthan reach 969, Jaipur worst-hit with 441 cases",1,0,Coronavirus cases in Rajasthan reach  Jaipur worsthit with  cases,Coronavirus cases in Rajasthan reach  Jaipur worsthit with  cases,Coronavirus cases in Rajasthan reach  Jaipur worsthit with  cases,Coronavirus cases in Rajasthan reach  Jaipur worsthit with  cases,coronavirus cases in rajasthan reach  jaipur worsthit with  cases,coronavirus cases in rajasthan reach  jaipur worsthit with  cases,coronavirus cases in rajasthan reach  jaipur worsthit with  cases,"['coronavirus', 'cases', 'in', 'rajasthan', 'reach', 'jaipur', 'worsthit', 'with', 'cases']","['coronavirus', 'cases', 'rajasthan', 'reach', 'jaipur', 'worsthit', 'cases']",coronaviru case rajasthan reach jaipur worsthit case,coronavirus case rajasthan reach jaipur worsthit case
1046,1046,Total number of coronavirus cases in Karnataka rises to 260; death toll at 10,1,0,Total number of coronavirus cases in Karnataka rises to  death toll at ,Total number of coronavirus cases in Karnataka rises to  death toll at ,Total number of coronavirus cases in Karnataka rises to  death toll at ,Total number of coronavirus cases in Karnataka rises to  death toll at ,total number of coronavirus cases in karnataka rises to  death toll at ,total number of coronavirus cases in karnataka rises to  death toll at ,total number of coronavirus cases in karnataka rises to  death toll at ,"['total', 'number', 'of', 'coronavirus', 'cases', 'in', 'karnataka', 'rises', 'to', 'death', 'toll', 'at']","['total', 'number', 'coronavirus', 'cases', 'karnataka', 'rises', 'death', 'toll']",total number coronaviru case karnataka rise death toll,total number coronavirus case karnataka rise death toll
1047,1047,"Tamil Nadu reports 31 new COVID-19 cases, lowest daily increase in 15 days",1,1,Tamil Nadu reports  new COVID cases lowest daily increase in  days,Tamil Nadu reports  new COVID cases lowest daily increase in  days,Tamil Nadu reports  new COVID cases lowest daily increase in  days,Tamil Nadu reports  new COVID cases lowest daily increase in  days,tamil nadu reports  new covid cases lowest daily increase in  days,tamil nadu reports  new covid cases lowest daily increase in  days,tamil nadu reports  new covid cases lowest daily increase in  days,"['tamil', 'nadu', 'reports', 'new', 'covid', 'cases', 'lowest', 'daily', 'increase', 'in', 'days']","['tamil', 'nadu', 'reports', 'new', 'covid', 'cases', 'lowest', 'daily', 'increase', 'days']",tamil nadu report new covid case lowest daili increas day,tamil nadu report new covid case lowest daily increase day
1048,1048,He was collecting milk for dogs: Police on video of man collecting milk from road,1,1,He was collecting milk for dogs Police on video of man collecting milk from road,He was collecting milk for dogs Police on video of man collecting milk from road,He was collecting milk for dogs Police on video of man collecting milk from road,He was collecting milk for dogs Police on video of man collecting milk from road,he was collecting milk for dogs police on video of man collecting milk from road,he was collecting milk for dogs police on video of man collecting milk from road,he was collecting milk for dogs police on video of man collecting milk from road,"['he', 'was', 'collecting', 'milk', 'for', 'dogs', 'police', 'on', 'video', 'of', 'man', 'collecting', 'milk', 'from', 'road']","['collecting', 'milk', 'dogs', 'police', 'video', 'man', 'collecting', 'milk', 'road']",collect milk dog polic video man collect milk road,collecting milk dog police video man collecting milk road
1049,1049,PM Modi's lockdown address like Hamlet without Prince of Denmark: Congress,1,0,PM Modis lockdown address like Hamlet without Prince of Denmark Congress,PM Modis lockdown address like Hamlet without Prince of Denmark Congress,PM Modis lockdown address like Hamlet without Prince of Denmark Congress,PM Modis lockdown address like Hamlet without Prince of Denmark Congress,pm modis lockdown address like hamlet without prince of denmark congress,pm modis lockdown address like hamlet without prince of denmark congress,pm modis lockdown address like hamlet without prince of denmark congress,"['pm', 'modis', 'lockdown', 'address', 'like', 'hamlet', 'without', 'prince', 'of', 'denmark', 'congress']","['pm', 'modis', 'lockdown', 'address', 'like', 'hamlet', 'without', 'prince', 'denmark', 'congress']",pm modi lockdown address like hamlet without princ denmark congress,pm modis lockdown address like hamlet without prince denmark congress
1050,1050,Hundreds of migrant labourers gather in Bandra demanding to go back; dispersed,1,0,Hundreds of migrant labourers gather in Bandra demanding to go back dispersed,Hundreds of migrant labourers gather in Bandra demanding to go back dispersed,Hundreds of migrant labourers gather in Bandra demanding to go back dispersed,Hundreds of migrant labourers gather in Bandra demanding to go back dispersed,hundreds of migrant labourers gather in bandra demanding to go back dispersed,hundreds of migrant labourers gather in bandra demanding to go back dispersed,hundreds of migrant labourers gather in bandra demanding to go back dispersed,"['hundreds', 'of', 'migrant', 'labourers', 'gather', 'in', 'bandra', 'demanding', 'to', 'go', 'back', 'dispersed']","['hundreds', 'migrant', 'labourers', 'gather', 'bandra', 'demanding', 'go', 'back', 'dispersed']",hundr migrant labour gather bandra demand go back dispers,hundred migrant labourer gather bandra demanding go back dispersed
